Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,mean_time,Attrition
18,Non-Travel,Sales,5.0,4,Other,1940,Male,2,Manager,Single,32300.0,1,12,1,0,3,0,0,0,2.0,4.0,3.0,3,3,6.289473684210527,No
54,Travel_Rarely,Sales,23.0,3,Medical,1941,Female,1,Laboratory Technician,Married,136030.0,8,13,1,22,2,10,0,8,3.0,3.0,3.0,3,3,6.642857142857143,No
35,Travel_Rarely,Research & Development,6.0,4,Medical,1942,Female,1,Manufacturing Director,Divorced,119960.0,1,19,2,16,3,16,10,1,3.0,3.0,2.0,3,3,9.604166666666666,No
30,Travel_Rarely,Research & Development,4.0,3,Life Sciences,1943,Female,5,Healthcare Representative,Married,56050.0,0,12,1,9,0,8,1,7,2.0,1.0,2.0,2,3,10.10655737704918,No
20,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1944,Female,2,Research Scientist,Single,63970.0,1,17,1,1,3,1,0,0,4.0,1.0,3.0,3,3,8.37117903930131,Yes
30,Travel_Frequently,Research & Development,8.0,4,Medical,1945,Male,1,Sales Executive,Single,191440.0,0,11,0,4,3,3,1,2,2.0,2.0,3.0,3,3,7.56198347107438,Yes
26,Travel_Rarely,Sales,1.0,3,Marketing,1946,Female,2,Research Scientist,Married,175840.0,1,20,0,8,2,8,1,3,4.0,4.0,3.0,3,4,7.92274678111588,No
22,Travel_Rarely,Research & Development,8.0,3,Other,1947,Male,2,Sales Representative,Married,49070.0,1,21,1,4,2,4,1,1,2.0,1.0,2.0,3,4,7.331896551724138,No
48,Travel_Rarely,Human Resources,2.0,4,Medical,1948,Male,2,Sales Executive,Single,45540.0,2,11,2,19,3,2,2,2,1.0,3.0,3.0,3,3,8.042553191489361,No
48,Travel_Rarely,Sales,3.0,3,Medical,1949,Male,1,Research Director,Single,54150.0,7,11,1,27,1,15,4,8,3.0,3.0,3.0,3,3,6.495652173913044,No
41,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1950,Male,2,Research Scientist,Single,47410.0,6,16,0,8,3,2,2,1,4.0,3.0,3.0,3,3,6.897540983606557,No
39,Travel_Rarely,Sales,2.0,3,Life Sciences,1951,Male,3,Human Resources,Married,21150.0,1,18,0,21,3,21,11,8,4.0,4.0,3.0,4,3,7.106122448979592,No
27,Travel_Rarely,Research & Development,3.0,3,Life Sciences,1952,Male,2,Human Resources,Married,31610.0,0,13,2,4,0,3,2,2,1.0,4.0,3.0,3,3,7.329166666666667,No
35,Travel_Rarely,Sales,24.0,3,Medical,1953,Male,5,Sales Executive,Divorced,57450.0,1,17,3,3,4,3,1,2,2.0,4.0,2.0,3,3,6.909871244635193,No
42,Travel_Rarely,Research & Development,23.0,4,Other,1954,Male,1,Research Scientist,Married,23730.0,6,14,1,21,3,1,0,0,4.0,3.0,3.0,4,3,8.03862660944206,No
50,Travel_Rarely,Sales,27.0,3,Medical,1955,Male,2,Sales Executive,Married,33100.0,4,22,1,8,3,1,0,0,1.0,4.0,3.0,4,4,6.152173913043479,No
59,Travel_Rarely,Research & Development,16.0,4,Medical,1956,Female,5,Laboratory Technician,Single,186650.0,3,12,0,30,3,5,4,3,3.0,4.0,3.0,2,3,10.09016393442623,No
37,Travel_Rarely,Sales,15.0,3,Marketing,1957,Male,2,Laboratory Technician,Married,44850.0,5,11,1,15,2,1,0,0,1.0,2.0,1.0,4,3,6.556016597510373,Yes
55,Travel_Frequently,Research & Development,26.0,2,Life Sciences,1958,Female,2,Sales Executive,Married,27890.0,3,13,1,17,2,8,6,7,3.0,2.0,3.0,2,3,8.518518518518519,No
41,Non-Travel,Research & Development,19.0,1,Life Sciences,1959,Male,2,Research Scientist,Divorced,58280.0,1,13,0,21,0,21,5,10,2.0,3.0,3.0,3,3,6.299145299145299,No
38,Travel_Rarely,Research & Development,24.0,2,Other,1960,Female,1,Laboratory Technician,Single,23260.0,8,14,0,19,3,1,0,0,2.0,4.0,3.0,4,3,8.380165289256198,No
26,Non-Travel,Research & Development,21.0,1,Life Sciences,1961,Female,1,Manufacturing Director,Single,135250.0,8,17,1,7,4,2,2,2,2.0,1.0,3.0,2,3,7.703862660944206,Yes
52,Travel_Rarely,Research & Development,5.0,4,Medical,1962,Female,4,Human Resources,Married,14200.0,1,13,1,33,2,32,6,9,1.0,4.0,3.0,4,3,6.020833333333333,Yes
44,Travel_Rarely,Research & Development,16.0,3,Life Sciences,1963,Female,1,Healthcare Representative,Married,80200.0,3,11,1,23,2,12,11,11,4.0,4.0,3.0,3,3,10.893162393162394,No
50,Non-Travel,Human Resources,2.0,2,Life Sciences,1964,Male,1,Laboratory Technician,Married,36880.0,0,11,0,19,3,18,0,13,4.0,3.0,3.0,2,3,6.580786026200873,No
36,Travel_Rarely,Sales,2.0,4,Technical Degree,1965,Male,4,Sales Executive,Single,54820.0,1,18,0,18,3,17,15,14,3.0,1.0,3.0,3,3,7.753138075313807,Yes
39,Travel_Frequently,Sales,11.0,3,Marketing,1966,Male,1,Sales Executive,Single,160150.0,1,11,0,21,3,21,2,8,4.0,1.0,3.0,4,3,10.762931034482758,No
33,Non-Travel,Sales,9.0,2,Technical Degree,1967,Male,5,Sales Representative,Single,12000.0,0,11,1,3,3,2,2,2,2.0,4.0,2.0,3,3,7.551282051282051,No
45,Travel_Rarely,Research & Development,7.0,2,Other,1968,Male,1,Human Resources,Married,56610.0,3,12,0,26,2,9,1,1,4.0,4.0,4.0,2,3,7.3881856540084385,No
32,Non-Travel,Research & Development,15.0,3,Medical,1969,Male,2,Manager,Single,69290.0,9,20,0,10,6,8,7,7,4.0,3.0,3.0,1,4,7.222222222222222,No
34,Travel_Rarely,Sales,6.0,4,Marketing,1970,Male,2,Research Director,Divorced,96130.0,0,12,1,16,5,15,0,9,2.0,4.0,2.0,2,3,7.103004291845494,No
59,Travel_Rarely,Research & Development,5.0,3,Life Sciences,1971,Male,2,Research Scientist,Married,56740.0,3,12,0,14,6,6,0,4,2.0,4.0,1.0,3,3,8.148148148148149,No
45,Travel_Rarely,Research & Development,16.0,1,Medical,1972,Male,2,Sales Executive,Single,54840.0,1,20,3,6,6,6,0,4,2.0,2.0,3.0,3,4,6.666666666666667,No
53,Travel_Frequently,Sales,8.0,2,Medical,1973,Male,2,Research Scientist,Married,120610.0,2,20,1,30,2,15,6,12,3.0,2.0,3.0,4,4,7.8,No
36,Travel_Rarely,Research & Development,7.0,2,Life Sciences,1974,Female,1,Research Scientist,Divorced,56600.0,7,12,0,9,3,1,0,0,1.0,3.0,2.0,3,3,6.11353711790393,Yes
26,Travel_Frequently,Sales,2.0,3,Life Sciences,1975,Male,2,Research Scientist,Married,48210.0,6,14,2,6,2,3,1,2,1.0,1.0,3.0,3,3,8.194214876033058,Yes
34,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1976,Male,1,Sales Representative,Married,64100.0,1,13,1,1,5,1,0,0,3.0,3.0,3.0,2,3,9.182926829268292,No
28,Travel_Rarely,Research & Development,10.0,3,Other,1977,Male,2,Sales Representative,Married,52100.0,1,15,0,1,1,1,0,0,4.0,2.0,3.0,4,3,7.776859504132231,No
38,Travel_Frequently,Sales,9.0,4,Medical,1978,Male,2,Research Scientist,Married,26950.0,3,14,1,8,4,2,2,2,3.0,3.0,3.0,1,3,7.533333333333333,No
50,Travel_Rarely,Research & Development,5.0,4,Life Sciences,1979,Male,1,Sales Executive,Married,118780.0,2,13,1,29,2,8,7,7,2.0,3.0,2.0,3,3,9.613821138211382,No
37,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1980,Male,1,Laboratory Technician,Single,170680.0,3,23,0,8,6,4,0,1,4.0,2.0,2.0,3,4,7.352173913043479,No
40,Travel_Rarely,Human Resources,2.0,3,Medical,1981,Male,5,Sales Executive,Married,24550.0,1,15,1,8,2,7,7,5,3.0,1.0,2.0,3,3,6.066371681415929,No
26,Travel_Frequently,Research & Development,3.0,3,Medical,1982,Male,2,Laboratory Technician,Divorced,139640.0,1,11,2,5,1,5,1,3,1.0,3.0,3.0,2,3,7.666666666666667,No
46,Travel_Rarely,Research & Development,2.0,1,Medical,1983,Female,3,Research Scientist,Divorced,49410.0,9,13,2,23,2,2,2,2,4.0,4.0,3.0,2,3,7.391666666666667,No
54,Travel_Rarely,Research & Development,5.0,3,Medical,1984,Female,2,Manufacturing Director,Married,24780.0,6,11,0,13,0,9,7,0,3.0,3.0,3.0,3,3,7.668122270742358,No
56,Travel_Frequently,Research & Development,1.0,2,Life Sciences,1985,Female,2,Manufacturing Director,Married,52280.0,2,11,0,18,4,5,0,3,1.0,3.0,3.0,3,3,6.919831223628692,No
36,Travel_Rarely,Research & Development,4.0,2,Life Sciences,1986,Female,2,Human Resources,Single,44780.0,0,18,1,15,3,14,7,8,4.0,4.0,2.0,3,3,6.596566523605151,No
55,Non-Travel,Research & Development,2.0,3,Medical,1987,Female,2,Manager,Single,75470.0,7,16,0,31,2,9,6,2,3.0,1.0,4.0,2,3,6.086776859504132,No
43,Travel_Rarely,Sales,25.0,2,Life Sciences,1988,Male,3,Research Scientist,Divorced,50550.0,5,22,0,18,2,1,0,0,3.0,4.0,3.0,2,4,7.877118644067797,No
20,Travel_Frequently,Sales,8.0,3,Marketing,1989,Male,3,Sales Executive,Single,34640.0,1,20,0,2,3,2,0,2,4.0,4.0,3.0,2,4,9.17094017094017,Yes
21,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1990,Male,1,Manager,Single,57750.0,1,18,0,1,2,1,1,0,3.0,1.0,2.0,3,3,6.635193133047211,Yes
46,Travel_Rarely,Sales,12.0,3,Marketing,1991,Female,3,Healthcare Representative,Divorced,89430.0,8,12,1,19,6,16,1,7,4.0,1.0,3.0,3,3,10.954732510288066,No
51,Travel_Rarely,Sales,23.0,3,Medical,1992,Female,2,Research Scientist,Married,192720.0,9,20,0,18,2,10,2,7,1.0,3.0,4.0,3,4,8.656652360515022,Yes
28,Non-Travel,Research & Development,19.0,4,Life Sciences,1993,Female,4,Laboratory Technician,Single,52380.0,1,17,1,10,4,10,1,9,2.0,1.0,2.0,2,3,7.3884297520661155,Yes
26,Travel_Rarely,Research & Development,5.0,4,Medical,1994,Female,2,Sales Executive,Married,46820.0,1,11,1,6,3,5,1,3,1.0,1.0,3.0,1,3,7.487603305785124,No
30,Travel_Rarely,Research & Development,8.0,3,Medical,1995,Female,1,Sales Executive,Married,183000.0,0,14,0,7,6,6,0,2,3.0,1.0,2.0,3,3,6.271604938271605,No
41,Travel_Rarely,Sales,1.0,4,Life Sciences,1996,Female,1,Research Director,Married,52570.0,1,14,0,10,2,10,0,8,2.0,3.0,3.0,4,3,7.824489795918367,No
38,Travel_Rarely,Research & Development,5.0,3,Technical Degree,1997,Male,1,Sales Executive,Married,63490.0,1,11,0,20,3,19,1,9,3.0,3.0,2.0,3,3,7.2719665271966525,No
40,Travel_Rarely,Sales,1.0,4,Marketing,1998,Male,1,Sales Executive,Married,48690.0,4,12,0,14,2,11,11,1,1.0,4.0,3.0,3,3,7.905579399141631,No
27,Non-Travel,Sales,11.0,3,Technical Degree,1999,Female,2,Laboratory Technician,Married,99850.0,1,14,1,3,3,3,1,2,1.0,3.0,3.0,2,3,7.954356846473029,No
55,Travel_Frequently,Research & Development,23.0,5,Life Sciences,2000,Male,3,Laboratory Technician,Married,36970.0,3,13,1,23,1,3,1,2,4.0,2.0,3.0,3,3,6.679166666666666,No
28,Travel_Rarely,Research & Development,1.0,3,Life Sciences,2001,Male,2,Healthcare Representative,Single,74570.0,3,11,2,10,1,8,1,7,3.0,3.0,4.0,4,3,6.632231404958677,No
44,Travel_Rarely,Research & Development,18.0,4,Life Sciences,2002,Female,2,Sales Executive,Married,21190.0,9,15,0,24,3,20,3,6,2.0,1.0,3.0,3,3,6.14410480349345,Yes
33,Travel_Rarely,Sales,23.0,4,Marketing,2003,Female,4,Sales Executive,Divorced,39830.0,4,12,0,9,3,3,1,2,4.0,4.0,3.0,3,3,6.374485596707819,No
35,Travel_Rarely,Sales,7.0,4,Life Sciences,2004,Male,3,Sales Representative,Single,61180.0,0,21,1,9,3,8,4,7,4.0,1.0,3.0,2,4,9.80084745762712,Yes
33,Travel_Frequently,Research & Development,1.0,2,Life Sciences,2005,Female,1,Sales Executive,Single,62140.0,1,19,2,14,3,13,3,8,1.0,3.0,3.0,3,3,7.821576763485477,Yes
28,Travel_Rarely,Human Resources,1.0,1,Human Resources,2006,Male,2,Research Scientist,Divorced,63470.0,1,15,1,4,2,4,2,2,1.0,3.0,2.0,3,3,6.7053941908713695,No
34,Travel_Frequently,Sales,29.0,4,Marketing,2007,Male,1,Research Scientist,Single,115100.0,0,14,1,7,5,6,0,4,1.0,4.0,2.0,3,3,6.680672268907563,No
37,Travel_Rarely,Research & Development,7.0,4,Life Sciences,2008,Male,4,Sales Executive,Divorced,71430.0,2,21,0,8,6,1,0,0,4.0,4.0,3.0,2,4,10.581967213114757,No
25,Travel_Rarely,Human Resources,25.0,4,Human Resources,2009,Female,2,Research Scientist,Married,82680.0,1,12,0,7,3,7,5,6,4.0,4.0,4.0,2,3,10.863247863247864,Yes
26,Travel_Rarely,Sales,8.0,2,Marketing,2010,Male,2,Sales Executive,Divorced,80950.0,1,15,0,1,3,1,0,0,1.0,3.0,2.0,4,3,7.76824034334764,Yes
33,Travel_Rarely,Research & Development,8.0,2,Life Sciences,2011,Male,4,Manufacturing Director,Single,29040.0,4,13,0,5,2,2,2,2,1.0,2.0,3.0,3,3,10.19591836734694,Yes
42,Travel_Rarely,Research & Development,11.0,1,Life Sciences,2012,Male,4,Research Scientist,Married,60320.0,0,14,0,23,2,22,13,7,4.0,1.0,3.0,2,3,6.791666666666667,No
28,Travel_Frequently,Research & Development,7.0,3,Life Sciences,2013,Male,2,Manager,Divorced,29760.0,1,14,0,1,3,1,0,0,1.0,2.0,3.0,3,3,6.278481012658228,Yes
50,Travel_Frequently,Research & Development,1.0,4,Medical,2014,Male,2,Research Scientist,Single,159920.0,3,14,0,5,3,0,0,0,4.0,3.0,3.0,3,3,10.465811965811966,Yes
33,Travel_Frequently,Sales,9.0,3,Medical,2015,Female,2,Research Scientist,Married,46490.0,0,12,0,4,2,3,0,2,4.0,2.0,3.0,2,3,7.995762711864407,No
34,Non-Travel,Sales,1.0,1,Marketing,2016,Female,2,Research Director,Married,26960.0,3,23,0,6,3,0,0,0,3.0,4.0,3.0,3,4,7.160493827160494,No
48,Non-Travel,Sales,2.0,1,Life Sciences,2017,Male,2,Sales Executive,Single,23700.0,2,11,0,27,3,5,2,1,1.0,4.0,3.0,3,3,6.2094017094017095,No
45,Non-Travel,Research & Development,1.0,3,Medical,2018,Female,2,Human Resources,Married,125040.0,1,12,1,15,2,15,4,12,2.0,3.0,3.0,3,3,6.058577405857741,No
52,Travel_Rarely,Sales,1.0,3,Life Sciences,2019,Male,1,Sales Executive,Single,59740.0,7,18,1,18,6,8,4,0,2.0,2.0,3.0,3,3,8.004366812227074,No
38,Travel_Rarely,Research & Development,6.0,2,Medical,2020,Male,1,Research Scientist,Divorced,47360.0,0,11,1,9,3,8,2,7,3.0,3.0,3.0,2,3,10.702928870292888,No
29,Travel_Rarely,Research & Development,8.0,3,Medical,2021,Female,4,Research Scientist,Divorced,52960.0,4,14,0,11,3,7,1,7,3.0,4.0,3.0,4,3,6.297520661157025,No
28,Travel_Rarely,Human Resources,1.0,3,Human Resources,2022,Female,4,Laboratory Technician,Divorced,67810.0,0,15,1,10,2,9,1,7,4.0,2.0,2.0,3,3,6.887931034482759,No
46,Travel_Rarely,Research & Development,6.0,4,Medical,2023,Male,3,Sales Executive,Married,21740.0,3,11,1,23,3,12,4,9,1.0,3.0,3.0,3,3,6.367256637168142,No
38,Travel_Rarely,Research & Development,7.0,4,Medical,2024,Male,1,Sales Executive,Single,66530.0,7,20,1,10,2,1,0,0,4.0,2.0,3.0,3,4,7.415584415584416,No
43,Travel_Frequently,Research & Development,5.0,3,Medical,2025,Female,2,Laboratory Technician,Married,96990.0,8,19,1,18,3,8,0,1,3.0,1.0,3.0,3,3,7.128099173553719,No
39,Travel_Frequently,Sales,1.0,3,Marketing,2026,Male,2,Healthcare Representative,Divorced,67550.0,7,14,1,21,2,18,11,5,1.0,4.0,3.0,3,3,7.179039301310044,Yes
40,Travel_Rarely,Research & Development,1.0,1,Life Sciences,2027,Male,1,Healthcare Representative,Single,22130.0,1,17,0,21,4,20,4,9,3.0,3.0,4.0,3,3,6.024691358024692,No
21,Travel_Rarely,Research & Development,1.0,4,Life Sciences,2028,Female,1,Research Scientist,Single,26100.0,1,11,1,2,3,2,2,2,4.0,2.0,4.0,2,3,10.51948051948052,No
39,Non-Travel,Research & Development,6.0,3,Life Sciences,2029,Male,1,Laboratory Technician,Single,28510.0,9,15,0,9,2,5,0,3,3.0,2.0,2.0,3,3,6.193415637860082,No
36,Non-Travel,Research & Development,1.0,3,Medical,2030,Male,3,Sales Representative,Single,34520.0,2,13,3,18,4,11,0,9,1.0,4.0,3.0,4,3,7.163179916317992,No
31,Travel_Frequently,Research & Development,7.0,3,Life Sciences,2031,Male,1,Sales Executive,Married,52580.0,0,14,3,3,5,2,2,2,3.0,4.0,3.0,3,3,6.580912863070539,No
28,Travel_Rarely,Sales,2.0,4,Marketing,2032,Male,1,Sales Executive,Married,93550.0,0,11,0,6,4,5,0,4,1.0,2.0,1.0,3,3,7.556962025316456,No
35,Travel_Frequently,Research & Development,9.0,2,Other,2033,Female,1,Manufacturing Director,Divorced,104960.0,1,13,1,5,2,5,0,2,4.0,4.0,3.0,3,3,6.612334801762114,No
49,Travel_Rarely,Sales,2.0,2,Medical,2034,Female,1,Sales Executive,Married,63800.0,6,23,1,22,1,9,2,3,4.0,2.0,3.0,2,4,7.175732217573222,No
34,Travel_Frequently,Sales,9.0,1,Technical Degree,2035,Male,2,Sales Executive,Single,26570.0,2,13,1,5,3,3,0,2,4.0,3.0,2.0,2,3,8.016528925619834,No
29,Travel_Frequently,Research & Development,1.0,4,Medical,2036,Male,3,Research Scientist,Divorced,27160.0,0,18,0,8,2,7,1,1,4.0,2.0,2.0,1,3,7.1,No
42,Travel_Rarely,Sales,21.0,2,Life Sciences,2037,Female,1,Healthcare Representative,Single,22010.0,4,12,1,16,3,1,0,0,2.0,4.0,3.0,4,3,7.259740259740259,No
29,Travel_Rarely,Sales,4.0,2,Other,2038,Female,2,Healthcare Representative,Married,65400.0,1,22,0,10,2,10,1,2,2.0,4.0,2.0,1,4,10.841004184100418,No
38,Travel_Rarely,Research & Development,1.0,3,Medical,2039,Female,1,Human Resources,Married,38160.0,1,13,2,7,2,7,5,0,3.0,3.0,4.0,2,3,6.515151515151516,No
28,Travel_Frequently,Sales,6.0,4,Life Sciences,2040,Male,1,Manager,Divorced,52530.0,1,15,0,3,2,3,0,2,3.0,3.0,3.0,3,3,10.73360655737705,No
18,Non-Travel,Research & Development,2.0,4,Medical,2041,Male,3,Laboratory Technician,Single,109650.0,1,18,0,0,5,0,0,0,3.0,3.0,3.0,4,3,6.9868421052631575,Yes
33,Travel_Rarely,Research & Development,3.0,2,Life Sciences,2042,Male,1,Sales Executive,Single,49360.0,0,14,0,6,2,5,0,3,1.0,1.0,3.0,2,3,8.955284552845528,Yes
41,Travel_Rarely,Research & Development,4.0,2,Medical,2043,Male,2,Research Scientist,Married,25430.0,3,12,0,6,3,1,0,0,2.0,4.0,3.0,3,3,8.132478632478632,No
31,Travel_Frequently,Sales,10.0,3,Technical Degree,2044,Female,1,Research Director,Married,53040.0,1,17,0,2,3,2,2,2,3.0,3.0,2.0,4,3,7.08298755186722,Yes
37,Travel_Rarely,Research & Development,23.0,3,Life Sciences,2045,Male,3,Manufacturing Director,Divorced,166590.0,7,16,1,9,2,6,1,3,3.0,4.0,3.0,3,3,7.963414634146342,No
27,Travel_Rarely,Research & Development,6.0,2,Medical,2046,Female,1,Healthcare Representative,Married,42600.0,1,11,2,4,2,4,2,2,4.0,3.0,3.0,3,3,7.3982683982683985,No
34,Travel_Rarely,Sales,1.0,1,Marketing,2047,Female,2,Laboratory Technician,Married,24760.0,1,19,0,6,2,6,1,3,2.0,3.0,2.0,3,3,7.143459915611814,No
35,Travel_Rarely,Research & Development,6.0,3,Life Sciences,2048,Female,3,Laboratory Technician,Single,31020.0,1,13,1,6,3,5,1,4,3.0,3.0,1.0,2,3,6.802469135802469,No
29,Travel_Rarely,Research & Development,6.0,3,Life Sciences,2049,Male,1,Sales Executive,Married,22440.0,1,12,3,11,5,11,3,10,4.0,1.0,1.0,1,3,6.724279835390947,Yes
40,Travel_Frequently,Research & Development,2.0,4,Medical,2050,Male,4,Human Resources,Single,75960.0,9,11,0,20,0,18,2,13,2.0,3.0,2.0,1,3,6.7100840336134455,No
42,Travel_Frequently,Sales,2.0,4,Life Sciences,2051,Male,1,Laboratory Technician,Single,22850.0,0,16,0,22,3,21,13,14,3.0,1.0,2.0,1,3,8.053719008264462,Yes
42,Travel_Rarely,Research & Development,1.0,2,Life Sciences,2052,Male,4,Laboratory Technician,Single,30340.0,7,21,1,9,3,6,1,5,2.0,1.0,4.0,2,4,7.740259740259741,No
35,Travel_Rarely,Research & Development,5.0,3,Medical,2053,Male,1,Healthcare Representative,Married,57150.0,6,24,2,10,0,8,1,7,4.0,3.0,3.0,3,4,7.066079295154185,No
24,Travel_Rarely,Sales,7.0,4,Life Sciences,2054,Female,1,Laboratory Technician,Single,25760.0,8,17,3,6,3,4,1,2,4.0,2.0,3.0,3,3,7.868421052631579,No
28,Travel_Rarely,Research & Development,15.0,4,Life Sciences,2055,Male,2,Sales Executive,Married,41970.0,1,13,0,1,3,1,0,0,3.0,4.0,2.0,1,3,10.242424242424242,Yes
26,Travel_Rarely,Research & Development,1.0,4,Life Sciences,2056,Male,2,Sales Representative,Married,143360.0,1,21,1,8,3,8,0,7,1.0,4.0,3.0,3,4,7.525862068965517,No
30,Travel_Rarely,Research & Development,7.0,2,Life Sciences,2057,Female,1,Manufacturing Director,Married,34480.0,1,11,0,10,3,10,1,4,3.0,3.0,3.0,3,3,7.669491525423729,No
40,Travel_Frequently,Research & Development,26.0,4,Life Sciences,2058,Male,2,Research Scientist,Married,194060.0,3,20,3,16,2,1,0,0,3.0,4.0,1.0,3,4,10.54468085106383,No
35,Travel_Rarely,Research & Development,18.0,5,Medical,2059,Female,2,Research Scientist,Divorced,65380.0,2,16,1,15,3,7,6,4,3.0,2.0,4.0,3,3,6.909836065573771,No
34,Travel_Frequently,Research & Development,6.0,2,Life Sciences,2060,Male,1,Research Director,Single,43060.0,0,11,0,14,2,13,4,9,4.0,1.0,3.0,3,3,7.514767932489452,No
35,Travel_Frequently,Research & Development,3.0,3,Medical,2061,Female,2,Laboratory Technician,Married,22580.0,1,11,1,2,2,2,2,2,4.0,4.0,4.0,3,3,7.991525423728813,No
43,Travel_Rarely,Sales,5.0,3,Marketing,2062,Female,3,Research Scientist,Single,45220.0,8,15,1,7,3,4,1,3,1.0,3.0,2.0,3,3,7.5,Yes
32,Non-Travel,Research & Development,11.0,2,Other,2063,Female,2,Research Scientist,Divorced,44870.0,1,11,0,1,5,1,0,0,3.0,1.0,3.0,2,3,6.631799163179917,No
56,Travel_Rarely,Research & Development,3.0,2,Other,2064,Male,2,Healthcare Representative,Divorced,44490.0,4,15,0,28,3,5,4,2,4.0,1.0,3.0,1,3,6.3112033195020745,No
29,Travel_Rarely,Research & Development,26.0,1,Life Sciences,2065,Male,1,Laboratory Technician,Married,22180.0,1,24,1,10,1,10,0,8,2.0,4.0,3.0,3,4,7.463519313304721,No
19,Travel_Rarely,Research & Development,23.0,4,Life Sciences,2066,Male,2,Laboratory Technician,Single,191970.0,1,12,0,1,2,1,0,0,3.0,1.0,3.0,3,3,7.240506329113924,No
45,Travel_Rarely,Research & Development,22.0,3,Life Sciences,2067,Female,2,Sales Representative,Married,132120.0,4,13,0,7,4,3,0,2,1.0,3.0,2.0,3,3,8.764957264957266,No
37,Travel_Rarely,Research & Development,14.0,4,Life Sciences,2068,Male,3,Research Scientist,Married,65770.0,1,13,0,14,1,14,3,11,4.0,4.0,2.0,1,3,6.757709251101321,No
20,Travel_Rarely,Research & Development,6.0,3,Medical,2069,Male,5,Research Director,Single,83920.0,1,17,0,2,5,2,1,2,1.0,3.0,2.0,3,3,6.683333333333334,No
44,Travel_Rarely,Human Resources,6.0,2,Human Resources,2070,Male,3,Sales Executive,Single,45580.0,1,13,1,6,2,6,0,2,3.0,3.0,3.0,1,3,10.390946502057613,Yes
53,Travel_Rarely,Research & Development,6.0,4,Life Sciences,2071,Male,1,Research Director,Divorced,40310.0,3,12,1,26,3,7,4,7,4.0,3.0,3.0,2,3,5.9688888888888885,No
29,Travel_Rarely,Research & Development,23.0,3,Medical,2072,Male,1,Sales Executive,Married,79690.0,0,14,0,6,3,5,1,3,2.0,4.0,2.0,3,3,8.905579399141631,No
22,Travel_Frequently,Research & Development,22.0,4,Medical,2073,Male,1,Sales Representative,Married,26540.0,0,24,0,1,5,0,0,0,3.0,4.0,3.0,2,4,9.901287553648068,Yes
46,Travel_Rarely,Research & Development,2.0,3,Life Sciences,2074,Male,2,Research Scientist,Married,165550.0,8,14,2,28,4,26,15,9,3.0,1.0,3.0,3,3,6.069868995633188,No
44,Non-Travel,Research & Development,20.0,3,Life Sciences,2075,Male,1,Sales Representative,Single,45560.0,2,13,0,6,4,0,0,0,4.0,3.0,3.0,3,3,6.256521739130434,No
33,Travel_Rarely,Research & Development,28.0,4,Life Sciences,2076,Female,1,Manager,Married,60910.0,1,15,0,5,6,5,1,4,2.0,3.0,3.0,1,3,7.816326530612245,No
41,Non-Travel,Research & Development,12.0,3,Life Sciences,2077,Male,2,Sales Representative,Divorced,195660.0,6,16,0,5,2,1,0,0,1.0,1.0,1.0,4,3,7.25,Yes
30,Travel_Rarely,Sales,20.0,3,Marketing,2078,Male,3,Sales Executive,Divorced,48100.0,8,18,0,8,3,4,0,3,3.0,1.0,3.0,2,3,7.495689655172414,No
40,Travel_Frequently,Sales,9.0,3,Medical,2079,Male,1,Manufacturing Director,Married,45230.0,5,16,1,5,5,0,0,0,2.0,2.0,3.0,4,3,6.717213114754099,No
50,Travel_Frequently,Research & Development,25.0,4,Life Sciences,2080,Female,2,Healthcare Representative,Married,32020.0,2,24,1,32,2,2,2,2,4.0,1.0,3.0,3,4,7.227467811158799,No
28,Travel_Rarely,Research & Development,6.0,3,Technical Degree,2081,Male,2,Research Scientist,Married,23510.0,1,16,0,6,4,6,3,3,4.0,1.0,3.0,3,3,7.154811715481172,No
46,Travel_Rarely,Research & Development,8.0,4,Other,2082,Male,3,Manager,Married,17020.0,5,21,0,25,2,4,0,3,4.0,2.0,3.0,3,4,7.2875,No
35,Travel_Rarely,Sales,4.0,4,Marketing,2083,Male,1,Laboratory Technician,Married,180410.0,3,20,1,15,3,7,1,7,3.0,1.0,3.0,2,4,8.487704918032787,No
24,Travel_Rarely,Human Resources,28.0,4,Human Resources,2084,Male,3,Manufacturing Director,Married,28860.0,1,19,1,1,5,1,0,0,4.0,2.0,1.0,3,3,6.614035087719298,Yes
33,Travel_Frequently,Research & Development,9.0,2,Medical,2085,Female,1,Sales Executive,Married,20970.0,1,14,2,10,5,10,0,1,2.0,3.0,2.0,2,3,5.955947136563877,No
36,Travel_Rarely,Research & Development,9.0,2,Medical,2086,Male,2,Sales Executive,Divorced,119350.0,1,11,3,7,6,7,1,7,3.0,3.0,3.0,4,3,6.608695652173913,No
